operation: 0
14, 4.989001, 
15, 8.136395, 
16, 4.476174, 
17, 3.062860, 
18, 4.724010, 
19, 3.963357, 
20, 3.259044, 
21, 2.707455, 
22, 2.904078, 
23, 3.469846, 
24,12.411298, 
25, 2.864993, 
26,12.162918, 
27, 3.043781, 
28, 2.834902, 
29, 4.123776, 
operation: 0
0, 7.731184, 
1,11.708927, 
2,10.312504, 
3, 3.300669, 
4, 3.012663, 
5, 5.572001, 
6, 5.731539, 
7, 3.153039, 
8, 4.638381, 
9, 3.383304, 
10, 3.132336, 
11, 4.476676, 
12, 3.062450, 
13, 3.205525, 
14, 5.256831, 
15, 8.014137, 
16, 3.627928, 
17, 3.101811, 
18, 4.607127, 
19, 4.013857, 
20, 3.168170, 
21, 2.714105, 
22, 2.872932, 
23, 3.559279, 
24,12.031619, 
25, 2.764023, 
26,11.957696, 
27, 2.975233, 
28, 2.886136, 
29, 4.067796, 
operation: 0
0, 7.548334, 
1,13.038722, 
2,10.407134, 
3, 3.146531, 
4, 2.912296, 
5, 5.066613, 
6, 5.525935, 
7, 3.183646, 
8, 4.080760, 
9, 3.307092, 
10, 2.931308, 
11, 3.748181, 
12, 3.161965, 
13, 3.146990, 
14, 5.161923, 
15, 8.028924, 
16, 3.555918, 
17, 3.127419, 
18, 4.326889, 
19, 3.900131, 
20, 3.271971, 
21, 2.797791, 
22, 2.890252, 
23, 3.449427, 
24,11.704456, 
25, 2.634244, 
26,11.911251, 
27, 3.094357, 
28, 2.860717, 
29, 4.192423, 
